Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,2023-12-01,19:30,Darmstadt,FC Koln,0,1,A,0.0,0.0,D,11.0,11.0,1.0,6.0,12.0,12.0,1.0,6.0,1.0,3.0,0.0,0.0
D1,2023-12-02,14:30,Bochum,Wolfsburg,3,1,H,2.0,1.0,H,19.0,15.0,9.0,6.0,14.0,13.0,6.0,6.0,6.0,2.0,0.0,0.0
D1,2023-12-02,14:30,M'gladbach,Hoffenheim,2,1,H,0.0,0.0,D,9.0,17.0,3.0,5.0,12.0,14.0,6.0,3.0,2.0,2.0,0.0,0.0
D1,2023-12-02,14:30,RB Leipzig,Heidenheim,2,1,H,2.0,1.0,H,23.0,7.0,8.0,1.0,13.0,16.0,5.0,3.0,2.0,2.0,0.0,0.0
D1,2023-12-02,17:30,Stuttgart,Werder Bremen,2,0,H,1.0,0.0,H,17.0,11.0,6.0,3.0,7.0,9.0,6.0,7.0,1.0,0.0,0.0,0.0
D1,2023-12-03,14:30,Mainz,Freiburg,0,1,A,0.0,0.0,D,19.0,13.0,6.0,5.0,16.0,11.0,14.0,3.0,1.0,1.0,0.0,0.0
D1,2023-12-03,16:30,Leverkusen,Dortmund,1,1,D,0.0,1.0,A,22.0,6.0,6.0,2.0,12.0,12.0,16.0,1.0,3.0,2.0,0.0,0.0
D1,2023-12-03,18:30,Augsburg,Ein Frankfurt,2,1,H,1.0,0.0,H,9.0,12.0,4.0,6.0,9.0,10.0,2.0,4.0,1.0,1.0,0.0,0.0
D1,2023-12-08,19:30,Hoffenheim,Bochum,3,1,H,2.0,0.0,H,18.0,22.0,7.0,5.0,18.0,11.0,4.0,5.0,3.0,2.0,0.0,0.0
D1,2023-12-09,17:30,Dortmund,RB Leipzig,2,3,A,1.0,1.0,D,18.0,24.0,6.0,8.0,6.0,11.0,6.0,6.0,1.0,3.0,1.0,0.0
D1,2023-12-09,14:30,Wolfsburg,Freiburg,0,1,A,0.0,0.0,D,10.0,4.0,3.0,1.0,11.0,16.0,5.0,3.0,1.0,4.0,0.0,0.0
D1,2023-12-09,14:30,Union Berlin,M'gladbach,3,1,H,1.0,0.0,H,16.0,13.0,6.0,4.0,9.0,8.0,6.0,7.0,1.0,3.0,0.0,0.0
D1,2023-12-09,14:30,Heidenheim,Darmstadt,3,2,H,1.0,0.0,H,16.0,20.0,7.0,7.0,17.0,13.0,8.0,3.0,2.0,2.0,0.0,0.0
D1,2023-12-09,14:30,Ein Frankfurt,Bayern Munich,5,1,H,3.0,1.0,H,14.0,17.0,6.0,6.0,8.0,7.0,1.0,9.0,1.0,2.0,0.0,0.0
D1,2023-12-09,14:30,Werder Bremen,Augsburg,2,0,H,1.0,0.0,H,12.0,11.0,5.0,1.0,13.0,9.0,5.0,2.0,1.0,2.0,0.0,0.0
D1,2023-12-10,14:30,Stuttgart,Leverkusen,1,1,D,1.0,0.0,H,22.0,20.0,12.0,6.0,8.0,7.0,8.0,8.0,1.0,1.0,0.0,0.0
D1,2023-12-10,16:30,FC Koln,Mainz,0,0,D,0.0,0.0,D,7.0,13.0,3.0,5.0,10.0,10.0,1.0,7.0,2.0,4.0,0.0,0.0
D1,2023-12-15,19:30,M'gladbach,Werder Bremen,2,2,D,1.0,1.0,D,15.0,10.0,4.0,5.0,10.0,12.0,4.0,3.0,4.0,2.0,0.0,0.0
D1,2023-12-16,14:30,Augsburg,Dortmund,1,1,D,1.0,1.0,D,20.0,24.0,4.0,6.0,13.0,4.0,4.0,7.0,2.0,1.0,0.0,0.0
D1,2023-12-16,14:30,Bochum,Union Berlin,3,0,H,1.0,0.0,H,21.0,10.0,7.0,2.0,12.0,13.0,6.0,4.0,2.0,2.0,0.0,0.0
D1,2023-12-16,14:30,Darmstadt,Wolfsburg,0,1,A,0.0,0.0,D,14.0,11.0,4.0,3.0,16.0,10.0,7.0,7.0,2.0,0.0,0.0,1.0
D1,2023-12-16,17:30,RB Leipzig,Hoffenheim,3,1,H,1.0,1.0,D,23.0,10.0,11.0,4.0,11.0,9.0,9.0,2.0,3.0,2.0,0.0,0.0
D1,2023-12-16,14:30,Mainz,Heidenheim,0,1,A,0.0,1.0,A,16.0,5.0,4.0,2.0,9.0,20.0,8.0,1.0,3.0,3.0,0.0,0.0
D1,2023-12-17,14:30,Freiburg,FC Koln,2,0,H,0.0,0.0,D,23.0,7.0,7.0,1.0,13.0,10.0,5.0,2.0,1.0,4.0,0.0,1.0
D1,2023-12-17,16:30,Leverkusen,Ein Frankfurt,3,0,H,1.0,0.0,H,14.0,4.0,6.0,2.0,4.0,13.0,5.0,5.0,1.0,1.0,0.0,0.0
D1,2023-12-17,18:30,Bayern Munich,Stuttgart,3,0,H,1.0,0.0,H,17.0,5.0,8.0,2.0,7.0,8.0,6.0,2.0,0.0,3.0,0.0,0.0
D1,2023-12-19,17:30,Werder Bremen,RB Leipzig,1,1,D,0.0,0.0,D,11.0,18.0,3.0,9.0,15.0,9.0,1.0,4.0,4.0,2.0,0.0,0.0
D1,2023-12-19,19:30,Dortmund,Mainz,1,1,D,1.0,1.0,D,21.0,11.0,8.0,6.0,11.0,14.0,6.0,1.0,0.0,4.0,0.0,0.0
D1,2023-12-19,19:30,Hoffenheim,Darmstadt,3,3,D,2.0,1.0,H,13.0,14.0,4.0,3.0,9.0,15.0,8.0,3.0,2.0,4.0,0.0,0.0
D1,2023-12-20,17:30,Union Berlin,FC Koln,2,0,H,0.0,0.0,D,12.0,15.0,8.0,7.0,10.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0
D1,2023-12-20,19:30,Ein Frankfurt,M'gladbach,2,1,H,0.0,1.0,A,15.0,7.0,7.0,2.0,11.0,14.0,8.0,2.0,1.0,6.0,0.0,1.0
D1,2023-12-20,19:30,Wolfsburg,Bayern Munich,1,2,A,1.0,2.0,A,5.0,20.0,4.0,7.0,14.0,12.0,0.0,6.0,4.0,2.0,0.0,0.0
